discipline_title;slug_game;event_title;event_gender;medal_type;participant_type;country_3_letter_code;";"
Speed skating;beijing-2022;Women's 500m;Women;SILVER;Athlete;JPN;
Speed skating;beijing-2022;Men's 500m;Men;GOLD;Athlete;CHN;
Speed skating;beijing-2022;Men's 500m;Men;SILVER;Athlete;KOR;
Speed skating;beijing-2022;Men's 500m;Men;BRONZE;Athlete;JPN;
Nordic Combined;beijing-2022;Individual Gundersen Normal Hill/10km;Men;SILVER;Athlete;NOR;
Nordic Combined;beijing-2022;Individual Gundersen Normal Hill/10km;Men;GOLD;Athlete;GER;
Nordic Combined;beijing-2022;Individual Gundersen Normal Hill/10km;Men;BRONZE;Athlete;AUT;
Nordic Combined;beijing-2022;Individual Gundersen Large Hill/10km;Men;BRONZE;Athlete;JPN;
Nordic Combined;beijing-2022;Individual Gundersen Large Hill/10km;Men;GOLD;Athlete;NOR;
Nordic Combined;beijing-2022;Individual Gundersen Large Hill/10km;Men;SILVER;Athlete;NOR;
Nordic Combined;beijing-2022;Team Gundersen Large Hill/4x5km;Men;GOLD;GameTeam;NOR;
Nordic Combined;beijing-2022;Team Gundersen Large Hill/4x5km;Men;SILVER;GameTeam;GER;
Nordic Combined;beijing-2022;Team Gundersen Large Hill/4x5km;Men;BRONZE;GameTeam;JPN;
Bobsleigh;beijing-2022;4-man;Open;GOLD;GameTeam;GER;
Bobsleigh;beijing-2022;4-man;Open;SILVER;GameTeam;GER;
Bobsleigh;beijing-2022;4-man;Open;BRONZE;GameTeam;CAN;
Bobsleigh;beijing-2022;Women's Monobob;Women;SILVER;Athlete;USA;
Bobsleigh;beijing-2022;Women's Monobob;Women;BRONZE;Athlete;CAN;
Bobsleigh;beijing-2022;Women's Monobob;Women;GOLD;Athlete;USA;
Bobsleigh;beijing-2022;2-man;Men;GOLD;GameTeam;GER;
Bobsleigh;beijing-2022;2-man;Men;GOLD;GameTeam;GER;
Bobsleigh;beijing-2022;2-man;Men;SILVER;GameTeam;GER;
Bobsleigh;beijing-2022;2-man;Men;SILVER;GameTeam;GER;
Bobsleigh;beijing-2022;2-man;Men;BRONZE;GameTeam;GER;
Bobsleigh;beijing-2022;2-man;Men;BRONZE;GameTeam;GER;
Bobsleigh;beijing-2022;2-woman;Women;GOLD;GameTeam;GER;
Bobsleigh;beijing-2022;2-woman;Women;GOLD;GameTeam;GER;
Bobsleigh;beijing-2022;2-woman;Women;SILVER;GameTeam;GER;
Bobsleigh;beijing-2022;2-woman;Women;SILVER;GameTeam;GER;
Bobsleigh;beijing-2022;2-woman;Women;BRONZE;GameTeam;USA;
Bobsleigh;beijing-2022;2-woman;Women;BRONZE;GameTeam;USA;
Shooting;tokyo-2020;Trap Mixed Team;Mixed;GOLD;GameTeam;ESP;
Shooting;tokyo-2020;Trap Mixed Team;Mixed;GOLD;GameTeam;ESP;
Shooting;tokyo-2020;Trap Mixed Team;Mixed;SILVER;GameTeam;SMR;
Shooting;tokyo-2020;Trap Mixed Team;Mixed;SILVER;GameTeam;SMR;
Shooting;tokyo-2020;Trap Mixed Team;Mixed;BRONZE;GameTeam;USA;
Shooting;tokyo-2020;Trap Mixed Team;Mixed;BRONZE;GameTeam;USA;
Shooting;tokyo-2020;50m Rifle 3 Positions women;Women;SILVER;Athlete;ROC;
Shooting;tokyo-2020;50m Rifle 3 Positions women;Women;BRONZE;Athlete;ROC;
Shooting;tokyo-2020;50m Rifle 3 Positions women;Women;GOLD;Athlete;SUI;
Shooting;tokyo-2020;50m Rifle 3 Positions Men;Men;BRONZE;Athlete;SRB;
Shooting;tokyo-2020;50m Rifle 3 Positions Men;Men;GOLD;Athlete;CHN;
Shooting;tokyo-2020;50m Rifle 3 Positions Men;Men;SILVER;Athlete;ROC;
Shooting;tokyo-2020;25m Rapid Fire Pistol Men;Men;GOLD;Athlete;FRA;
Shooting;tokyo-2020;25m Rapid Fire Pistol Men;Men;SILVER;Athlete;CUB;
Shooting;tokyo-2020;25m Rapid Fire Pistol Men;Men;BRONZE;Athlete;CHN;
Shooting;tokyo-2020;10m Air Rifle Men;Men;BRONZE;Athlete;CHN;
Shooting;tokyo-2020;10m Air Rifle Men;Men;SILVER;Athlete;CHN;
Shooting;tokyo-2020;10m Air Rifle Men;Men;GOLD;Athlete;USA;
Shooting;tokyo-2020;10m Air Rifle women;Women;BRONZE;Athlete;SUI;
Shooting;tokyo-2020;10m Air Rifle women;Women;GOLD;Athlete;CHN;
Shooting;tokyo-2020;10m Air Rifle women;Women;SILVER;Athlete;ROC;
Shooting;tokyo-2020;Trap Men;Men;GOLD;Athlete;CZE;
Shooting;tokyo-2020;Trap Men;Men;SILVER;Athlete;CZE;
Shooting;tokyo-2020;Trap Men;Men;BRONZE;Athlete;GBR;
Shooting;tokyo-2020;Skeet women;Women;SILVER;Athlete;ITA;
Shooting;tokyo-2020;Skeet women;Women;BRONZE;Athlete;CHN;
Shooting;tokyo-2020;Skeet women;Women;GOLD;Athlete;USA;
Shooting;tokyo-2020;Trap women;Women;BRONZE;Athlete;SMR;
Shooting;tokyo-2020;Trap women;Women;GOLD;Athlete;SVK;
Shooting;tokyo-2020;Trap women;Women;SILVER;Athlete;USA;
Shooting;tokyo-2020;10m Air Pistol women;Women;GOLD;Athlete;ROC;
Shooting;tokyo-2020;10m Air Pistol women;Women;SILVER;Athlete;BUL;
Shooting;tokyo-2020;10m Air Pistol women;Women;BRONZE;Athlete;CHN;
Shooting;tokyo-2020;10m Air Rifle Mixed Team;Mixed;GOLD;GameTeam;CHN;
Shooting;tokyo-2020;10m Air Rifle Mixed Team;Mixed;GOLD;GameTeam;CHN;
Shooting;tokyo-2020;10m Air Rifle Mixed Team;Mixed;SILVER;GameTeam;USA;
Shooting;tokyo-2020;10m Air Rifle Mixed Team;Mixed;SILVER;GameTeam;USA;
Shooting;tokyo-2020;10m Air Rifle Mixed Team;Mixed;BRONZE;GameTeam;ROC;
Shooting;tokyo-2020;10m Air Rifle Mixed Team;Mixed;BRONZE;GameTeam;ROC;
Shooting;tokyo-2020;25m Pistol Women;Women;BRONZE;Athlete;CHN;
Shooting;tokyo-2020;25m Pistol Women;Women;GOLD;Athlete;ROC;
Shooting;tokyo-2020;25m Pistol Women;Women;SILVER;Athlete;KOR;
Shooting;tokyo-2020;10m Air Pistol Men;Men;SILVER;Athlete;SRB;
Shooting;tokyo-2020;10m Air Pistol Men;Men;BRONZE;Athlete;CHN;
Shooting;tokyo-2020;10m Air Pistol Men;Men;GOLD;Athlete;IRI;
Shooting;tokyo-2020;10m Air Pistol Mixed Team;Mixed;GOLD;GameTeam;CHN;
Shooting;tokyo-2020;10m Air Pistol Mixed Team;Mixed;GOLD;GameTeam;CHN;
Shooting;tokyo-2020;10m Air Pistol Mixed Team;Mixed;SILVER;GameTeam;ROC;
Shooting;tokyo-2020;10m Air Pistol Mixed Team;Mixed;SILVER;GameTeam;ROC;
Shooting;tokyo-2020;10m Air Pistol Mixed Team;Mixed;BRONZE;GameTeam;UKR;
Shooting;tokyo-2020;10m Air Pistol Mixed Team;Mixed;BRONZE;GameTeam;UKR;
Shooting;tokyo-2020;Skeet Men;Men;BRONZE;Athlete;KUW;
Shooting;tokyo-2020;Skeet Men;Men;GOLD;Athlete;USA;
Shooting;tokyo-2020;Skeet Men;Men;SILVER;Athlete;DEN;
Diving;tokyo-2020;Men's Synchronised 3m Springboard;Men;GOLD;GameTeam;CHN;
Diving;tokyo-2020;Men's Synchronised 3m Springboard;Men;GOLD;GameTeam;CHN;
Diving;tokyo-2020;Men's Synchronised 3m Springboard;Men;SILVER;GameTeam;USA;
Diving;tokyo-2020;Men's Synchronised 3m Springboard;Men;SILVER;GameTeam;USA;
Diving;tokyo-2020;Men's Synchronised 3m Springboard;Men;BRONZE;GameTeam;GER;
Diving;tokyo-2020;Men's Synchronised 3m Springboard;Men;BRONZE;GameTeam;GER;
Diving;tokyo-2020;Women's Synchronised 3m Springboard;Women;GOLD;GameTeam;CHN;
Diving;tokyo-2020;Women's Synchronised 3m Springboard;Women;GOLD;GameTeam;CHN;
Diving;tokyo-2020;Women's Synchronised 3m Springboard;Women;SILVER;GameTeam;CAN;
Diving;tokyo-2020;Women's Synchronised 3m Springboard;Women;SILVER;GameTeam;CAN;
Diving;tokyo-2020;Women's Synchronised 3m Springboard;Women;BRONZE;GameTeam;GER;
Diving;tokyo-2020;Women's Synchronised 3m Springboard;Women;BRONZE;GameTeam;GER;
Diving;tokyo-2020;Men's Synchronised 10m Platform;Men;GOLD;GameTeam;GBR;
Diving;tokyo-2020;Men's Synchronised 10m Platform;Men;GOLD;GameTeam;GBR;
Diving;tokyo-2020;Men's Synchronised 10m Platform;Men;SILVER;GameTeam;CHN;
Diving;tokyo-2020;Men's Synchronised 10m Platform;Men;SILVER;GameTeam;CHN;
Diving;tokyo-2020;Men's Synchronised 10m Platform;Men;BRONZE;GameTeam;ROC;
Diving;tokyo-2020;Men's Synchronised 10m Platform;Men;BRONZE;GameTeam;ROC;
Diving;tokyo-2020;Men's 3m Springboard;Men;BRONZE;Athlete;GBR;
Diving;tokyo-2020;Men's 3m Springboard;Men;SILVER;Athlete;CHN;
Diving;tokyo-2020;Men's 3m Springboard;Men;GOLD;Athlete;CHN;
Diving;tokyo-2020;Women's Synchronised 10m Platform;Women;GOLD;GameTeam;CHN;
Diving;tokyo-2020;Women's Synchronised 10m Platform;Women;GOLD;GameTeam;CHN;
Diving;tokyo-2020;Women's Synchronised 10m Platform;Women;SILVER;GameTeam;USA;
Diving;tokyo-2020;Women's Synchronised 10m Platform;Women;SILVER;GameTeam;USA;
Diving;tokyo-2020;Women's Synchronised 10m Platform;Women;BRONZE;GameTeam;MEX;
Diving;tokyo-2020;Women's Synchronised 10m Platform;Women;BRONZE;GameTeam;MEX;
Diving;tokyo-2020;Women's 10m Platform;Women;SILVER;Athlete;CHN;
Diving;tokyo-2020;Women's 10m Platform;Women;BRONZE;Athlete;AUS;
Diving;tokyo-2020;Women's 10m Platform;Women;GOLD;Athlete;CHN;
Diving;tokyo-2020;Men's 10m Platform;Men;BRONZE;Athlete;GBR;
Diving;tokyo-2020;Men's 10m Platform;Men;SILVER;Athlete;CHN;
Diving;tokyo-2020;Men's 10m Platform;Men;GOLD;Athlete;CHN;
Diving;tokyo-2020;Women's 3m Springboard;Women;SILVER;Athlete;CHN;
Diving;tokyo-2020;Women's 3m Springboard;Women;GOLD;Athlete;CHN;
Diving;tokyo-2020;Women's 3m Springboard;Women;BRONZE;Athlete;USA;
Canoe Sprint;tokyo-2020;Women's Canoe Single 200m;Women;SILVER;Athlete;CAN;
Canoe Sprint;tokyo-2020;Women's Canoe Single 200m;Women;BRONZE;Athlete;UKR;
Canoe Sprint;tokyo-2020;Women's Canoe Single 200m;Women;GOLD;Athlete;USA;
Canoe Sprint;tokyo-2020;Men's Canoe Double 1000m;Men;GOLD;GameTeam;CUB;
Canoe Sprint;tokyo-2020;Men's Canoe Double 1000m;Men;GOLD;GameTeam;CUB;
Canoe Sprint;tokyo-2020;Men's Canoe Double 1000m;Men;SILVER;GameTeam;CHN;
Canoe Sprint;tokyo-2020;Men's Canoe Double 1000m;Men;SILVER;GameTeam;CHN;
Canoe Sprint;tokyo-2020;Men's Canoe Double 1000m;Men;BRONZE;GameTeam;GER;
Canoe Sprint;tokyo-2020;Men's Canoe Double 1000m;Men;BRONZE;GameTeam;GER;
Canoe Sprint;tokyo-2020;Men's Kayak Four 500m;Men;GOLD;GameTeam;GER;
Canoe Sprint;tokyo-2020;Men's Kayak Four 500m;Men;SILVER;GameTeam;ESP;
Canoe Sprint;tokyo-2020;Men's Kayak Four 500m;Men;BRONZE;GameTeam;SVK;
Canoe Sprint;tokyo-2020;Men's Kayak Double 1000m;Men;GOLD;GameTeam;AUS;
Canoe Sprint;tokyo-2020;Men's Kayak Double 1000m;Men;GOLD;GameTeam;AUS;
Canoe Sprint;tokyo-2020;Men's Kayak Double 1000m;Men;SILVER;GameTeam;GER;
Canoe Sprint;tokyo-2020;Men's Kayak Double 1000m;Men;SILVER;GameTeam;GER;
Canoe Sprint;tokyo-2020;Men's Kayak Double 1000m;Men;BRONZE;GameTeam;CZE;
Canoe Sprint;tokyo-2020;Men's Kayak Double 1000m;Men;BRONZE;GameTeam;CZE;
Canoe Sprint;tokyo-2020;Women's Kayak Single 200m;Women;GOLD;Athlete;NZL;
Canoe Sprint;tokyo-2020;Women's Kayak Single 200m;Women;BRONZE;Athlete;DEN;
Canoe Sprint;tokyo-2020;Women's Kayak Single 200m;Women;SILVER;Athlete;ESP;
Canoe Sprint;tokyo-2020;Women's Canoe Double 500m;Women;GOLD;GameTeam;CHN;
Canoe Sprint;tokyo-2020;Women's Canoe Double 500m;Women;GOLD;GameTeam;CHN;
Canoe Sprint;tokyo-2020;Women's Canoe Double 500m;Women;SILVER;GameTeam;UKR;
Canoe Sprint;tokyo-2020;Women's Canoe Double 500m;Women;SILVER;GameTeam;UKR;
Canoe Sprint;tokyo-2020;Women's Canoe Double 500m;Women;BRONZE;GameTeam;CAN;
Canoe Sprint;tokyo-2020;Women's Canoe Double 500m;Women;BRONZE;GameTeam;CAN;
Canoe Sprint;tokyo-2020;Women's Kayak Single 500m;Women;GOLD;Athlete;NZL;
Canoe Sprint;tokyo-2020;Women's Kayak Single 500m;Women;SILVER;Athlete;HUN;
Canoe Sprint;tokyo-2020;Women's Kayak Single 500m;Women;BRONZE;Athlete;DEN;
Canoe Sprint;tokyo-2020;Women's Kayak Four 500m;Women;GOLD;GameTeam;HUN;
Canoe Sprint;tokyo-2020;Women's Kayak Four 500m;Women;SILVER;GameTeam;BLR;
Canoe Sprint;tokyo-2020;Women's Kayak Four 500m;Women;BRONZE;GameTeam;POL;
Canoe Sprint;tokyo-2020;Men's Canoe Single 1000m;Men;BRONZE;Athlete;MDA;
Canoe Sprint;tokyo-2020;Men's Canoe Single 1000m;Men;SILVER;Athlete;CHN;
Canoe Sprint;tokyo-2020;Men's Canoe Single 1000m;Men;GOLD;Athlete;BRA;
Canoe Sprint;tokyo-2020;Men's Kayak Single 1000m;Men;SILVER;Athlete;HUN;
Canoe Sprint;tokyo-2020;Men's Kayak Single 1000m;Men;GOLD;Athlete;HUN;
Canoe Sprint;tokyo-2020;Men's Kayak Single 1000m;Men;BRONZE;Athlete;POR;
Canoe Sprint;tokyo-2020;Women's Kayak Double 500m;Women;GOLD;GameTeam;NZL;
Canoe Sprint;tokyo-2020;Women's Kayak Double 500m;Women;GOLD;GameTeam;NZL;
Canoe Sprint;tokyo-2020;Women's Kayak Double 500m;Women;SILVER;GameTeam;POL;
Canoe Sprint;tokyo-2020;Women's Kayak Double 500m;Women;SILVER;GameTeam;POL;
Canoe Sprint;tokyo-2020;Women's Kayak Double 500m;Women;BRONZE;GameTeam;HUN;
Canoe Sprint;tokyo-2020;Women's Kayak Double 500m;Women;BRONZE;GameTeam;HUN;
Canoe Sprint;tokyo-2020;Men's Kayak Single 200m;Men;BRONZE;Athlete;GBR;
Canoe Sprint;tokyo-2020;Men's Kayak Single 200m;Men;GOLD;Athlete;HUN;
Canoe Sprint;tokyo-2020;Men's Kayak Single 200m;Men;SILVER;Athlete;ITA;
Cycling Road;tokyo-2020;Women's Road Race;Women;SILVER;Athlete;NED;
Cycling Road;tokyo-2020;Women's Road Race;Women;GOLD;Athlete;AUT;
Cycling Road;tokyo-2020;Women's Road Race;Women;BRONZE;Athlete;ITA;
Cycling Road;tokyo-2020;Women's Individual Time Trial;Women;BRONZE;Athlete;NED;
Cycling Road;tokyo-2020;Women's Individual Time Trial;Women;GOLD;Athlete;NED;
Cycling Road;tokyo-2020;Women's Individual Time Trial;Women;SILVER;Athlete;SUI;
Cycling Road;tokyo-2020;Men's Individual Time Trial;Men;GOLD;Athlete;SLO;
Cycling Road;tokyo-2020;Men's Individual Time Trial;Men;BRONZE;Athlete;AUS;
Cycling Road;tokyo-2020;Men's Individual Time Trial;Men;SILVER;Athlete;NED;
Cycling Road;tokyo-2020;Men's Road Race;Men;GOLD;Athlete;ECU;
Cycling Road;tokyo-2020;Men's Road Race;Men;BRONZE;Athlete;SLO;
Cycling Road;tokyo-2020;Men's Road Race;Men;SILVER;Athlete;BEL;
Football;tokyo-2020;Women;Women;GOLD;GameTeam;CAN;
Football;tokyo-2020;Women;Women;SILVER;GameTeam;SWE;
Football;tokyo-2020;Women;Women;BRONZE;GameTeam;USA;
Football;tokyo-2020;Men;Men;GOLD;GameTeam;BRA;
Football;tokyo-2020;Men;Men;SILVER;GameTeam;ESP;
Football;tokyo-2020;Men;Men;BRONZE;GameTeam;MEX;
Boxing;tokyo-2020;Men's Welter (63-69kg);Men;SILVER;Athlete;GBR;
Boxing;tokyo-2020;Men's Welter (63-69kg);Men;BRONZE;Athlete;IRL;
Boxing;tokyo-2020;Men's Welter (63-69kg);Men;BRONZE;Athlete;ROC;
Boxing;tokyo-2020;Men's Welter (63-69kg);Men;GOLD;Athlete;CUB;
Boxing;tokyo-2020;Men's Middle (69-75kg);Men;GOLD;Athlete;BRA;
Boxing;tokyo-2020;Men's Middle (69-75kg);Men;BRONZE;Athlete;ROC;
Boxing;tokyo-2020;Men's Middle (69-75kg);Men;SILVER;Athlete;UKR;
Boxing;tokyo-2020;Men's Middle (69-75kg);Men;BRONZE;Athlete;PHI;
Boxing;tokyo-2020;Men's Super Heavy (+91kg);Men;BRONZE;Athlete;KAZ;
Boxing;tokyo-2020;Men's Super Heavy (+91kg);Men;GOLD;Athlete;UZB;
Boxing;tokyo-2020;Men's Super Heavy (+91kg);Men;SILVER;Athlete;USA;
Boxing;tokyo-2020;Men's Super Heavy (+91kg);Men;BRONZE;Athlete;GBR;
Boxing;tokyo-2020;Men's Light Heavy (75-81kg);Men;SILVER;Athlete;GBR;
Boxing;tokyo-2020;Men's Light Heavy (75-81kg);Men;BRONZE;Athlete;AZE;
Boxing;tokyo-2020;Men's Light Heavy (75-81kg);Men;GOLD;Athlete;CUB;
Boxing;tokyo-2020;Men's Light Heavy (75-81kg);Men;BRONZE;Athlete;ROC;
Boxing;tokyo-2020;Men's Feather (52-57kg);Men;SILVER;Athlete;USA;
Boxing;tokyo-2020;Men's Feather (52-57kg);Men;BRONZE;Athlete;GHA;
Boxing;tokyo-2020;Men's Feather (52-57kg);Men;GOLD;Athlete;ROC;
Boxing;tokyo-2020;Men's Feather (52-57kg);Men;BRONZE;Athlete;CUB;
Boxing;tokyo-2020;Men's Heavy (81-91kg);Men;BRONZE;Athlete;BRA;
Boxing;tokyo-2020;Men's Heavy (81-91kg);Men;SILVER;Athlete;ROC;
Boxing;tokyo-2020;Men's Heavy (81-91kg);Men;BRONZE;Athlete;NZL;
Boxing;tokyo-2020;Men's Heavy (81-91kg);Men;GOLD;Athlete;CUB;
Boxing;tokyo-2020;Women's Middle (69-75kg);Women;BRONZE;Athlete;ROC;
Boxing;tokyo-2020;Women's Middle (69-75kg);Women;GOLD;Athlete;GBR;
Boxing;tokyo-2020;Women's Middle (69-75kg);Women;BRONZE;Athlete;NED;
Boxing;tokyo-2020;Women's Middle (69-75kg);Women;SILVER;Athlete;CHN;
Boxing;tokyo-2020;Women's Light (57-60kg);Women;GOLD;Athlete;IRL;
Boxing;tokyo-2020;Women's Light (57-60kg);Women;SILVER;Athlete;BRA;
Boxing;tokyo-2020;Women's Light (57-60kg);Women;BRONZE;Athlete;FIN;
Boxing;tokyo-2020;Women's Light (57-60kg);Women;BRONZE;Athlete;THA;
Boxing;tokyo-2020;Women's Welter (64-69kg);Women;SILVER;Athlete;CHN;
Boxing;tokyo-2020;Women's Welter (64-69kg);Women;GOLD;Athlete;TUR;
Boxing;tokyo-2020;Women's Welter (64-69kg);Women;BRONZE;Athlete;USA;
Boxing;tokyo-2020;Women's Welter (64-69kg);Women;BRONZE;Athlete;IND;
Boxing;tokyo-2020;Women's Fly (48-51kg);Women;BRONZE;Athlete;TPE;
Boxing;tokyo-2020;Women's Fly (48-51kg);Women;GOLD;Athlete;BUL;
Boxing;tokyo-2020;Women's Fly (48-51kg);Women;SILVER;Athlete;TUR;
Boxing;tokyo-2020;Women's Fly (48-51kg);Women;BRONZE;Athlete;JPN;
Boxing;tokyo-2020;Men's Fly (48-52kg);Men;SILVER;Athlete;PHI;
Boxing;tokyo-2020;Men's Fly (48-52kg);Men;BRONZE;Athlete;JPN;
Boxing;tokyo-2020;Men's Fly (48-52kg);Men;BRONZE;Athlete;KAZ;
Boxing;tokyo-2020;Men's Fly (48-52kg);Men;GOLD;Athlete;GBR;
Boxing;tokyo-2020;Women's Feather (54-57kg);Women;BRONZE;Athlete;ITA;
Boxing;tokyo-2020;Women's Feather (54-57kg);Women;GOLD;Athlete;JPN;
Boxing;tokyo-2020;Women's Feather (54-57kg);Women;SILVER;Athlete;PHI;
Boxing;tokyo-2020;Women's Feather (54-57kg);Women;BRONZE;Athlete;GBR;
Boxing;tokyo-2020;Men's Light (57-63kg);Men;SILVER;Athlete;USA;
Boxing;tokyo-2020;Men's Light (57-63kg);Men;BRONZE;Athlete;AUS;
Boxing;tokyo-2020;Men's Light (57-63kg);Men;BRONZE;Athlete;ARM;
Boxing;tokyo-2020;Men's Light (57-63kg);Men;GOLD;Athlete;CUB;
Artistic Swimming;tokyo-2020;Duet;Women;GOLD;GameTeam;ROC;
Artistic Swimming;tokyo-2020;Duet;Women;GOLD;GameTeam;ROC;
Artistic Swimming;tokyo-2020;Duet;Women;SILVER;GameTeam;CHN;
Artistic Swimming;tokyo-2020;Duet;Women;SILVER;GameTeam;CHN;
Artistic Swimming;tokyo-2020;Duet;Women;BRONZE;GameTeam;UKR;
Artistic Swimming;tokyo-2020;Duet;Women;BRONZE;GameTeam;UKR;
Artistic Swimming;tokyo-2020;Team;Women;GOLD;GameTeam;ROC;
Artistic Swimming;tokyo-2020;Team;Women;SILVER;GameTeam;CHN;
Artistic Swimming;tokyo-2020;Team;Women;BRONZE;GameTeam;UKR;
Handball;tokyo-2020;Men;Men;GOLD;GameTeam;FRA;
Handball;tokyo-2020;Men;Men;SILVER;GameTeam;DEN;
Handball;tokyo-2020;Men;Men;BRONZE;GameTeam;ESP;
Handball;tokyo-2020;Women;Women;GOLD;GameTeam;FRA;
Handball;tokyo-2020;Women;Women;SILVER;GameTeam;ROC;
Handball;tokyo-2020;Women;Women;BRONZE;GameTeam;NOR;
Rugby Sevens;tokyo-2020;Men;Men;GOLD;GameTeam;FIJ;
Rugby Sevens;tokyo-2020;Men;Men;SILVER;GameTeam;NZL;
Rugby Sevens;tokyo-2020;Men;Men;BRONZE;GameTeam;ARG;
Rugby Sevens;tokyo-2020;Women;Women;GOLD;GameTeam;NZL;
Rugby Sevens;tokyo-2020;Women;Women;SILVER;GameTeam;FRA;
Rugby Sevens;tokyo-2020;Women;Women;BRONZE;GameTeam;FIJ;
Cycling BMX Racing;tokyo-2020;Men;Men;GOLD;Athlete;NED;
Cycling BMX Racing;tokyo-2020;Men;Men;SILVER;Athlete;GBR;
Cycling BMX Racing;tokyo-2020;Men;Men;BRONZE;Athlete;COL;
Cycling BMX Racing;tokyo-2020;Women;Women;GOLD;Athlete;GBR;
Cycling BMX Racing;tokyo-2020;Women;Women;SILVER;Athlete;COL;
Cycling BMX Racing;tokyo-2020;Women;Women;BRONZE;Athlete;NED;
Triathlon;tokyo-2020;Women's Individual;Women;SILVER;Athlete;GBR;
Triathlon;tokyo-2020;Women's Individual;Women;GOLD;Athlete;BER;
Triathlon;tokyo-2020;Women's Individual;Women;BRONZE;Athlete;USA;
Triathlon;tokyo-2020;Mixed Relay;Mixed;GOLD;GameTeam;GBR;
Triathlon;tokyo-2020;Mixed Relay;Mixed;SILVER;GameTeam;USA;
Triathlon;tokyo-2020;Mixed Relay;Mixed;BRONZE;GameTeam;FRA;
Triathlon;tokyo-2020;Men's Individual;Men;SILVER;Athlete;GBR;
Triathlon;tokyo-2020;Men's Individual;Men;BRONZE;Athlete;NZL;
Triathlon;tokyo-2020;Men's Individual;Men;GOLD;Athlete;NOR;
Surfing;tokyo-2020;Women;Women;SILVER;Athlete;RSA;
Surfing;tokyo-2020;Women;Women;GOLD;Athlete;USA;
Surfing;tokyo-2020;Women;Women;BRONZE;Athlete;JPN;
Surfing;tokyo-2020;Men;Men;GOLD;Athlete;BRA;
Surfing;tokyo-2020;Men;Men;BRONZE;Athlete;AUS;
Surfing;tokyo-2020;Men;Men;SILVER;Athlete;JPN;
Table Tennis;tokyo-2020;Women's Team;Women;GOLD;GameTeam;CHN;
Table Tennis;tokyo-2020;Women's Team;Women;SILVER;GameTeam;JPN;
Table Tennis;tokyo-2020;Women's Team;Women;BRONZE;GameTeam;HKG;
Table Tennis;tokyo-2020;Men's Singles;Men;SILVER;Athlete;CHN;
Table Tennis;tokyo-2020;Men's Singles;Men;BRONZE;Athlete;GER;
Table Tennis;tokyo-2020;Men's Singles;Men;GOLD;Athlete;CHN;
Table Tennis;tokyo-2020;Mixed Doubles;Mixed;GOLD;GameTeam;JPN;
Table Tennis;tokyo-2020;Mixed Doubles;Mixed;GOLD;GameTeam;JPN;
Table Tennis;tokyo-2020;Mixed Doubles;Mixed;SILVER;GameTeam;CHN;
Table Tennis;tokyo-2020;Mixed Doubles;Mixed;SILVER;GameTeam;CHN;
Table Tennis;tokyo-2020;Mixed Doubles;Mixed;BRONZE;GameTeam;TPE;
Table Tennis;tokyo-2020;Mixed Doubles;Mixed;BRONZE;GameTeam;TPE;
Table Tennis;tokyo-2020;Women's Singles;Women;SILVER;Athlete;CHN;
Table Tennis;tokyo-2020;Women's Singles;Women;GOLD;Athlete;CHN;
Table Tennis;tokyo-2020;Women's Singles;Women;BRONZE;Athlete;JPN;
Table Tennis;tokyo-2020;Men's Team;Men;GOLD;GameTeam;CHN;
Table Tennis;tokyo-2020;Men's Team;Men;SILVER;GameTeam;GER;
Table Tennis;tokyo-2020;Men's Team;Men;BRONZE;GameTeam;JPN;
Canoe Slalom;tokyo-2020;Men's Kayak;Men;BRONZE;Athlete;GER;
Canoe Slalom;tokyo-2020;Men's Kayak;Men;GOLD;Athlete;CZE;
Canoe Slalom;tokyo-2020;Men's Kayak;Men;SILVER;Athlete;SVK;
Canoe Slalom;tokyo-2020;Women's Canoe;Women;GOLD;Athlete;AUS;
Canoe Slalom;tokyo-2020;Women's Canoe;Women;BRONZE;Athlete;GER;
Canoe Slalom;tokyo-2020;Women's Canoe;Women;SILVER;Athlete;GBR;
Canoe Slalom;tokyo-2020;Women's Kayak;Women;GOLD;Athlete;GER;
Canoe Slalom;tokyo-2020;Women's Kayak;Women;BRONZE;Athlete;AUS;
Canoe Slalom;tokyo-2020;Women's Kayak;Women;SILVER;Athlete;ESP;
Canoe Slalom;tokyo-2020;Men's Canoe;Men;BRONZE;Athlete;GER;
Canoe Slalom;tokyo-2020;Men's Canoe;Men;SILVER;Athlete;CZE;
Canoe Slalom;tokyo-2020;Men's Canoe;Men;GOLD;Athlete;SLO;
Marathon Swimming;tokyo-2020;Women's 10km;Women;SILVER;Athlete;NED;
Marathon Swimming;tokyo-2020;Women's 10km;Women;GOLD;Athlete;BRA;
Marathon Swimming;tokyo-2020;Women's 10km;Women;BRONZE;Athlete;AUS;
Marathon Swimming;tokyo-2020;Men's 10km;Men;SILVER;Athlete;HUN;
Marathon Swimming;tokyo-2020;Men's 10km;Men;BRONZE;Athlete;ITA;
Marathon Swimming;tokyo-2020;Men's 10km;Men;GOLD;Athlete;GER;
Trampoline Gymnastics;tokyo-2020;Men;Men;SILVER;Athlete;CHN;
Trampoline Gymnastics;tokyo-2020;Men;Men;GOLD;Athlete;BLR;
Trampoline Gymnastics;tokyo-2020;Men;Men;BRONZE;Athlete;NZL;
Trampoline Gymnastics;tokyo-2020;Women;Women;BRONZE;Athlete;GBR;
